Provinsi,Tahun,Tipe_Inflasi,Bulan,Inflasi
PAPUA BARAT,2025,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,-0.99
PAPUA BARAT DAYA,2025,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,0.87
PAPUA,2025,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,-0.93
PAPUA SELATAN,2025,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,-1.33
PAPUA TENGAH,2025,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,-1.23
PAPUA PEGUNUNGAN,2025,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,-0.44
INDONESIA,2025,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,-0.08
ACEH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SUMATERA UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SUMATERA BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
RIAU,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
JAMBI,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SUMATERA SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
BENGKULU,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
LAMPUNG,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
KEPULAUAN BANGKA BELITUNG,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
KEPULAUAN RIAU,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
DKI JAKARTA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
JAWA BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
JAWA TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
DI YOGYAKARTA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
JAWA TIMUR,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
BANTEN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
BALI,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
NUSA TENGGARA BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
NUSA TENGGARA TIMUR,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
KALIMANTAN BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
KALIMANTAN TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
KALIMANTAN SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
KALIMANTAN TIMUR,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
KALIMANTAN UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SULAWESI UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SULAWESI TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SULAWESI SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SULAWESI TENGGARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
GORONTALO,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
SULAWESI BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
MALUKU,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
MALUKU UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
PAPUA BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
PAPUA BARAT DAYA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
PAPUA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
PAPUA SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
PAPUA TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
PAPUA PEGUNUNGAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
INDONESIA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Agustus,
ACEH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SUMATERA UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SUMATERA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
JAMBI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SUMATERA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
BENGKULU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
LAMPUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
KEPULAUAN BANGKA BELITUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
KEPULAUAN RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
DKI JAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
JAWA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
JAWA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
DI YOGYAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
JAWA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
BANTEN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
BALI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
NUSA TENGGARA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
NUSA TENGGARA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
KALIMANTAN BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
KALIMANTAN TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
KALIMANTAN SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
KALIMANTAN TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
KALIMANTAN UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SULAWESI UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SULAWESI TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SULAWESI SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SULAWESI TENGGARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
GORONTALO,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
SULAWESI BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
MALUKU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
MALUKU UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
PAPUA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
PAPUA BARAT DAYA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
PAPUA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
PAPUA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
PAPUA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
PAPUA PEGUNUNGAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
INDONESIA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Agustus,
ACEH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SUMATERA UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SUMATERA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
JAMBI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SUMATERA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
BENGKULU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
LAMPUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
KEP. BANGKA BELITUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
KEP. RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
DKI JAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
JAWA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
JAWA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
DI YOGYAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
JAWA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
BANTEN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
BALI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
NUSA TENGGARA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
NUSA TENGGARA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
KALIMANTAN BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
KALIMANTAN TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
KALIMANTAN SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
KALIMANTAN TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
KALIMANTAN UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SULAWESI UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SULAWESI TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SULAWESI SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SULAWESI TENGGARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
GORONTALO,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
SULAWESI BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
MALUKU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
MALUKU UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
PAPUA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
PAPUA BARAT DAYA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
PAPUA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
PAPUA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
PAPUA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
PAPUA PEGUNUNGAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
INDONESIA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Agustus,
ACEH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.52
SUMATERA UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.21
SUMATERA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.44
RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.33
JAMBI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.17
SUMATERA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.12
BENGKULU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.28
LAMPUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.05
KEPULAUAN BANGKA BELITUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.02
KEPULAUAN RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.14
DKI JAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.1
JAWA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.21
JAWA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.05
DI YOGYAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.1
JAWA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.12
BANTEN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.26
BALI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.13
NUSA TENGGARA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.09
NUSA TENGGARA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.03
KALIMANTAN BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.29
KALIMANTAN TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.07
KALIMANTAN SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.07
KALIMANTAN TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.06
KALIMANTAN UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.09
SULAWESI UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.54
SULAWESI TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.07
SULAWESI SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.09
SULAWESI TENGGARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.2
GORONTALO,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.39
SULAWESI BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.33
MALUKU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.07
MALUKU UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.56
PAPUA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.92
PAPUA BARAT DAYA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,0.47
PAPUA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.41
PAPUA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.74
PAPUA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.44
PAPUA PEGUNUNGAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.6
INDONESIA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),September,-0.12
ACEH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,4.45
SUMATERA UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,5.32
SUMATERA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,4.22
RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,5.08
JAMBI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.77
SUMATERA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.44
BENGKULU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.57
LAMPUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.17
KEPULAUAN BANGKA BELITUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.82
KEPULAUAN RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.7
DKI JAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.4
JAWA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.19
JAWA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.65
DI YOGYAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.56
JAWA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.53
BANTEN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.31
BALI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.51
NUSA TENGGARA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.69
NUSA TENGGARA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.3
KALIMANTAN BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.94
KALIMANTAN TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.35
KALIMANTAN SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.91
KALIMANTAN TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.77
KALIMANTAN UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.32
SULAWESI UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.57
SULAWESI TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.88
SULAWESI SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.03
SULAWESI TENGGARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.68
GORONTALO,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.99
SULAWESI BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.04
MALUKU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.01
MALUKU UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,-0.17
PAPUA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.02
PAPUA BARAT DAYA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,1.3
PAPUA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,0.99
PAPUA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.42
PAPUA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.28
PAPUA PEGUNUNGAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,3.55
INDONESIA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),September,2.65
ACEH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,3.56
SUMATERA UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,3.6
SUMATERA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,3.46
RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,3.92
JAMBI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,3.05
SUMATERA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,2.25
BENGKULU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,2.1
LAMPUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.07
KEP. BANGKA BELITUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.34
KEP. RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.71
DKI JAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.7
JAWA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.57
JAWA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.61
DI YOGYAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.74
JAWA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.67
BANTEN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.21
BALI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.62
NUSA TENGGARA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.57
NUSA TENGGARA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.02
KALIMANTAN BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.16
KALIMANTAN TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.35
KALIMANTAN SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.76
KALIMANTAN TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.54
KALIMANTAN UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.83
SULAWESI UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.01
SULAWESI TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,3.55
SULAWESI SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,2.32
SULAWESI TENGGARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,3.26
GORONTALO,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.53
SULAWESI BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,2.32
MALUKU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,2.51
MALUKU UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.16
PAPUA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.53
PAPUA BARAT DAYA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.6
PAPUA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,-0.68
PAPUA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.88
PAPUA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.17
PAPUA PEGUNUNGAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.99
INDONESIA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.82
ACEH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.31
SUMATERA UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.46
SUMATERA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.15
RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.13
JAMBI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.72
SUMATERA SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.04
BENGKULU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.38
LAMPUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.48
KEP. BANGKA BELITUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.28
KEP. RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.11
DKI JAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.79
JAWA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.02
JAWA TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.64
DI YOGYAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.48
JAWA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.65
BANTEN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.78
BALI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.46
NUSA TENGGARA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.17
NUSA TENGGARA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,-0.09
KALIMANTAN BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.93
KALIMANTAN TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.05
KALIMANTAN SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,0.82
KALIMANTAN TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),September,1.24
